3.6315,7.8569,1.9698,5.3156,6.1365,2.3157,6.4629,4.5367,6.8307,6.0807
3.9417,5.4914,4.024,5.8763,1.6062,3.6134,3.736,6.1322,5.6208,7.7364
7.8849,9.1767,4.4882,6.0506,4.0054,4.2416,5.7053,6.1616,4.3888,5.2
3.8541,5.1111,1.3243,4.966,3.4764,6.4506,4.6817,5.9884,5.6054,7.9876
4.3936,4.7474,7.5867,3.7131,4.7927,5.2048,4.0893,4.4487,4.1545,5.4577
5.3391,4.251,4.4314,6.0065,7.1424,6.566,4.8461,3.7879,7.823,6.4468
8.2854,4.4641,5.4191,6.1551,6.2562,5.356,5.5308,6.3071,7.508,3.2705
5.3421,4.2099,2.7046,3.96,5.5748,4.5291,3.8952,7.5698,5.4032,6.0741
5.4468,4.6656,4.62,7.1692,4.7934,4.1692,3.4787,6.6189,5.6146,2.7484
5.869,4.9783,4.149,1.4985,7.1275,4.5787,3.1193,5.1041,6.8657,7.3434
2.0542,9.1342,2.7856,6.3602,5.4045,3.0684,4.459,4.0899,3.8431,5.8496
8.1274,5.942,7.7041,5.3961,5.727,5.0378,6.4584,3.2871,6.4218,6.1584
3.783,5.173,6.6124,5.792,6.2958,4.6423,5.1272,6.658,8.0136,2.4613
5.2918,4.3222,5.1959,5.4387,4.8088,7.3558,3.5322,3.4323,3.4118,4.2557
6.2103,5.4445,5.04,4.7206,3.7615,5.2442,3.93,3.1687,3.2557,5.6084
7.3038,3.7209,5.9194,5.1787,5.6143,9.0914,4.4955,2.7408,4.7236,5.2329
5.7727,4.6788,4.1745,4.6312,4.3069,4.3559,4.9366,5.1475,1.5848,7.7552
3.2365,6.1248,4.4492,7.0711,4.6544,3.5426,4.0446,6.0137,4.7653,4.2048
6.7651,5.2274,5.1974,7.3774,6.6094,5.2312,2.0487,7.9499,6.4267,4.6806
5.1118,5.2486,4.5416,1.2124,3.1379,3.6829,9.5971,5.1832,4.0806,3.0936
5.6415,6.2931,7.1777,5.5452,3.7914,5.2378,2.4213,5.0741,5.2459,5.0326
3.6766,4.4856,3.0286,5.1816,5.5098,4.5264,4.1678,8.1031,2.7105,5.1476
7.8915,5.6837,5.7117,6.1564,4.4443,4.9723,5.5556,5.139,7.5303,5.3201
3.2049,8.0177,3.6757,4.8716,5.7758,4.9387,4.9545,6.5387,6.2728,9.4358
5.1066,7.0194,4.9386,5.4331,3.528,4.1834,4.391,4.8975,3.7218,4.8813
2.5115,7.2291,4.1778,3.4011,3.6827,4.5614,4.0909,6.8858,6.2743,4.2604
9.3935,4.9942,5.2823,3.7219,5.0777,6.5683,4.7776,3.7293,3.5097,3.0096
7.0905,4.707,2.1737,4.345,6.7237,7.8138,6.4632,7.3102,6.3497,2.1089
1.3221,3.6702,4.4303,7.235,6.7495,3.9643,4.7057,3.5794,6.0085,2.453
8.0408,4.4483,4.1426,6.8975,6.1531,3.4192,5.8182,7.8173,4.337,3.991
6.1043,4.6293,3.3382,8.1437,5.7445,4.6837,4.6666,5.1219,5.7863,4.5776
9.4139,1.1923,1.4571,6.4152,6.228,9.1727,5.0872,3.8401,5.3501,3.1728
3.6685,4.8032,3.8111,6.2188,5.4069,4.0347,5.4909,5.7537,3.3735,7.4919
7.1668,9.0288,6.6258,3.5531,4.7341,5.4674,8.6763,7.8078,3.7359,5.6226
7.0289,4.8593,8.9536,8.1152,5.3739,4.3575,1.9672,6.6195,6.4056,4.5567
1.9859,3.9455,4.0193,5.4418,3.8672,4.5376,7.6179,5.9163,6.3078,2.9458
2.4472,7.3051,9.1071,6.7392,1.5241,7.653,6.3916,7.6679,3.8528,3.0498
3.411,4.3873,4.454,6.2484,6.1835,5.2954,4.5139,3.7225,5.8552,2.9577
5.1702,5.5988,4.4626,7.5518,3.463,6.1985,7.0965,4.7285,6.4493,5.6703
5.3399,3.7234,5.775,7.4682,7.1998,8.6332,4.8718,7.4893,7.0867,5.5807
4.9223,4.5462,3.7371,6.8389,2.796,4.3529,5.3337,5.2817,2.985,3.3745
7.3348,7.1012,7.9925,4.9745,5.6702,5.2035,3.4825,6.7996,5.0923,5.1374
7.3848,7.1911,4.6223,2.8245,3.4813,5.5552,4.8851,5.5178,4.3761,5.6621
7.6549,5.1067,3.5616,5.8789,7.6101,7.2747,4.3601,3.9515,7.0376,4.6109
2.2257,3.3567,4.5272,5.4013,8.4093,2.5028,6.6884,4.1876,3.3577,5.0508
6.1533,3.9037,3.972,6.8122,2.7712,5.6745,2.3666,4.8898,7.0585,6.2799
8.8326,6.711,4.912,5.4898,6.5335,3.0438,5.87,4.0158,6.0779,7.263
4.5699,6.7284,2.9045,5.7244,2.1618,5.1048,5.8706,5.2286,4.2523,3.8945
8.5493,4.2883,5.0121,6.1859,5.9186,3.2115,4.8765,4.2151,5.2863,5.1339
4.6502,6.323,2.7935,5.8039,7.4337,4.6877,5.1371,4.7674,3.4732,4.0748
6.9625,1.4268,6.2468,5.7487,7.5477,8.9571,7.3577,8.3538,6.4588,7.5198
5.1377,5.1845,6.8939,4.5962,2.9245,7.4984,5.7297,4.8776,6.7978,5.1637
7.7435,5.3895,6.0186,5.395,5.1699,6.0921,2.6227,6.6896,5.8953,3.231
5.7564,4.7494,2.5656,6.4065,4.2883,7.2954,2.7836,5.9224,5.2211,6.2823
4.3208,5.3256,3.8077,6.4951,3.7479,5.669,7.1741,3.8074,4.7319,2.1557
5.169,5.297,4.886,5.6832,3.1935,5.795,6.1378,8.2863,2.7274,5.9333
4.71,6.7543,6.5585,7.1465,3.2294,4.9023,5.6026,3.0956,3.4763,4.7542
6.2687,3.9999,5.8952,6.3403,4.0786,7.6132,4.3083,7.7959,3.2804,5.3323
6.7299,4.0299,5.0227,0.61678,5.6539,5.4319,4.5888,6.6395,5.2222,3.7278
3.8065,4.5516,7.8939,6.3608,4.6027,7.1774,6.0736,3.7154,6.0054,8.8412
3.1971,5.2646,6.946,7.1653,3.011,5.724,7.9923,5.2766,5.3414,6.3783
2.2598,3.1014,2.8357,8.0358,4.0541,5.0224,7.3789,4.0724,8.4618,5.2206
4.4683,6.1903,2.0384,3.0475,7.7045,3.9575,5.8422,4.3812,6.4262,4.0226
7.8831,3.2495,5.5176,5.9371,4.7827,5.7118,4.0629,5.6843,3.7146,3.5213
5.7257,5.1799,5.574,5.9638,6.5463,6.1702,6.2584,5.2794,4.6649,6.9567
6.2721,2.9754,6.932,7.2994,6.017,6.0569,5.8974,8.1288,4.992,6.3699
6.3953,8.0963,3.1603,3.6836,1.5912,6.1511,2.9226,4.5656,4.0409,5.4865
3.5265,5.4809,6.5627,5.4474,4.8963,6.7899,6.3013,6.4418,2.807,6.6628
5.2792,4.4637,4.3344,6.6227,4.8986,4.6349,3.3445,5.2244,5.523,3.3924
3.3378,4.1046,4.6696,6.4984,3.5768,1.5235,5.6652,7.5741,6.7564,6.2639
4.792,5.601,3.3904,4.5603,5.3262,7.103,3.8432,5.0407,7.2728,3.9358
6.5362,3.9125,4.6317,6.8754,8.5516,2.6669,4.5451,5.5214,4.6761,4.7828
4.6475,6.2439,5.978,3.8741,7.2839,5.4686,2.7853,2.1723,3.9115,4.1868
5.3695,1.746,4.9919,6.6156,3.6127,4.884,2.8277,8.0309,2.7586,3.4907
5.1316,4.0035,6.0552,5.8668,5.2025,4.7146,4.8154,7.3845,6.4531,3.4415
4.4119,4.3004,6.603,7.7639,5.5399,5.1687,2.0443,2.0209,5.6729,3.654
7.0834,5.9956,6.1289,5.219,3.4596,4.6053,6.8321,5.7547,5.3373,3.1911
3.7852,2.2231,5.0487,6.1666,3.2876,8.3383,5.3365,4.4216,8.4829,6.7261
5.5143,4.4474,7.585,3.6476,5.763,7.2817,2.8087,5.472,5.2231,3.2333
7.0011,7.0276,3.9404,5.5443,7.6998,4.4411,2.638,4.8276,7.3142,5.7997
5.3323,6.1062,6.3446,4.2593,4.5397,3.4139,2.6884,6.8722,6.3911,4.8111
7.4186,2.3794,7.6993,2.9312,5.7967,4.2747,5.1081,4.5561,5.519,6.4084
4.837,7.1846,5.4345,5.7827,5.9769,5.2302,4.4494,5.2691,5.9618,6.6288
5.0236,5.2233,5.2505,8.209,6.2059,4.5179,4.1871,5.8001,2.9936,4.3009
5.1081,4.2248,3.9686,5.1191,4.0995,5.2556,4.5467,5.5974,5.2508,6.4824
6.8321,4.4699,7.8608,5.0267,5.3842,6.6859,6.1439,3.7253,5.2761,1.817
6.9161,4.4658,5.2532,5.4416,6.9317,5.6489,3.2072,4.124,5.3469,3.4587
3.9342,6.2881,5.3521,4.5715,1.9286,4.3516,5.4103,5.8048,4.7614,5.8242
3.7721,6.4956,3.7955,7.401,4.226,5.1736,7.1997,5.8989,3.5192,5.9965
4.3153,5.142,8.1869,2.6952,3.2221,5.1302,5.3378,6.2602,4.0032,3.1113
5.7013,5.8056,4.5198,3.3039,4.1403,5.2663,4.7135,5.8464,4.0593,5.0155
2.3648,1.8729,3.9129,5.909,5.2041,3.4058,6.3293,5.2711,2.1967,6.2019
5.7834,4.031,3.1681,4.0266,7.1347,6.103,5.7722,3.7131,4.6962,5.3582
8.236,3.4795,5.4892,4.0016,3.1945,3.8289,7.4908,4.1855,7.2086,3.5563
4.0895,3.3737,3.4733,3.2066,7.0723,5.6492,3.2048,6.82,5.8287,7.0876
4.834,5.5752,3.1768,3.9532,3.5353,1.9555,3.7211,3.8261,6.1389,4.9521
5.9302,6.0283,5.5671,8.6739,4.8982,6.9035,5.0852,5.3494,3.7921,7.9224
2.7125,6.1268,4.8344,6.3501,7.1726,4.2146,7.4828,4.4423,3.5033,5.7508
5.7358,5.2774,6.7209,8.0576,5.5294,5.0514,5.4648,5.4574,3.5859,4.4218
6.664,5.5662,6.905,5.1397,6.0091,4.0515,4.3433,3.2949,4.1041,6.3934
4.058,5.5995,5.9027,6.9338,6.0226,6.8285,4.7774,4.6271,6.4008,8.0132
3.9793,5.5354,4.5656,6.7343,4.0073,5.8729,3.8741,5.226,5.5517,5.2426
4.3462,5.6921,6.9554,4.8157,5.9057,4.3597,8.3848,5.692,8.6987,4.7397
4.8077,6.8692,5.2841,5.0789,9.1435,5.4553,6.0858,3.4772,4.516,4.6065
6.4384,4.3872,4.9561,3.755,6.1764,5.0457,3.215,6.4706,5.6854,6.5282
5.1583,5.9077,5.263,3.7598,4.0257,7.2602,4.669,4.4613,5.4574,7.9623
5.4727,6.6736,2.9666,8.0276,6.837,5.1078,5.7932,6.2045,6.8444,7.4099
4.5697,4.6328,6.2849,4.8779,1.8365,6.3608,4.7707,2.5221,4.2018,5.5531
3.4128,4.6942,5.7043,4.6806,3.8528,1.513,7.9541,5.608,7.1438,4.9809
4.5312,6.9977,7.0141,5.4386,7.2928,4.4321,7.3247,6.1824,7.0477,2.4922
3.0835,5.5625,3.3987,5.4019,7.0576,3.9727,5.227,2.1874,5.025,6.946
4.4925,6.1755,4.6831,8.2067,3.93,3.8708,5.7465,3.4016,0.56405,3.2932
3.2045,3.3817,4.2272,3.8982,6.6911,5.6211,6.5778,4.3844,5.9506,6.4442
5.9869,5.3768,5.9098,5.5962,7.8113,3.1451,2.0553,5.3094,6.8899,4.8579
4.2886,6.9963,5.9689,4.7744,5.4908,5.3226,4.6173,5.8379,5.9034,3.9129
7.7543,5.5014,5.6623,5.6892,5.2615,6.7923,3.4829,5.6267,4.8132,6.4665
5.3461,2.3579,7.9725,4.3016,4.4179,4.6886,4.8045,6.6774,3.1073,4.265
3.7661,5.4734,8.21,2.4224,6.5484,4.8364,5.2215,7.7568,3.9879,3.8544
5.0077,4.9038,4.2539,2.6769,6.0681,3.3126,6.4915,5.0717,7.2417,6.114
2.716,3.8694,4.0804,4.3802,5.026,5.8073,2.4815,5.6835,2.847,4.0576
5.3311,3.0238,3.7266,4.4916,6.2676,6.0324,3.1912,5.7235,4.0836,2.8674
4.0752,6.0048,4.9309,5.8882,7.5139,6.6017,7.2778,3.7774,6.7259,5.2008
6.4194,5.6719,6.9795,6.9067,6.576,5.4578,5.7838,4.1606,3.6178,5.8856
8.0004,8.3804,4.9157,4.2608,5.171,3.7598,4.0359,4.7724,3.3186,3.8285
6.666,5.3326,3.713,7.3499,7.7288,3.7794,5.709,6.5885,4.772,5.0436
4.9486,4.6749,1.4872,4.5496,4.2288,5.9076,4.8624,5.162,2.3548,2.7288
4.0203,2.7416,3.99,5.4839,6.7411,5.2283,6.3327,6.129,5.1038,3.4124
4.0969,4.5834,3.8094,5.6163,3.172,6.8931,3.4998,4.0758,5.0641,4.6269
4.0515,7.0315,4.199,7.6264,4.7405,4.6534,1.7575,4.7897,8.1987,6.0315
5.2292,6.8673,7.7334,5.0928,2.4265,4.6059,7.4909,5.1803,1.7732,4.5413
5.4586,5.9811,4.8636,6.0065,4.3775,6.3494,5.0083,4.8456,6.0828,1.6675
3.6126,5.3776,6.7751,5.001,2.3474,3.7522,3.2407,4.8319,2.3911,6.5066
3.0462,4.7524,6.4678,4.059,3.4922,6.2709,4.5305,5.1608,3.1767,4.3124
3.7813,5.8712,6.1178,3.609,3.6273,5.068,4.2661,5.057,5.4209,5.5032
3.6563,4.0135,5.2723,2.9392,5.2952,5.7644,7.5166,4.9026,5.7696,4.084
4.4439,4.4232,4.4476,4.9348,4.7461,4.9213,5.5345,5.0248,2.839,5.536
5.8409,8.4923,4.9166,1.5631,4.7832,4.0379,5.2519,6.3943,4.4409,3.6858
4.5138,2.9403,4.6494,6.5248,2.7431,5.0498,6.0461,5.2789,4.9523,4.9481
3.7547,4.2689,3.6246,4.4168,2.6346,3.9302,7.0894,4.5526,5.8875,4.975
5.2386,5.5946,5.9817,8.1822,4.3307,4.555,5.0856,6.3242,6.6543,5.8123
5.9558,4.2466,6.8241,5.2412,5.7237,5.0661,5.0348,6.3029,4.4274,8.9468
5.1268,8.4643,6.3458,5.2839,5.8196,6.4262,3.3885,8.289,4.4261,5.4078
4.3109,5.3513,3.5229,7.1328,4.2782,5.4606,4.6711,4.689,7.0757,6.0372
4.6733,8.2826,4.479,5.4975,7.2065,2.4581,5.2468,3.517,4.0466,5.8947
2.7469,4.377,5.5865,6.696,4.8646,5.5511,6.0257,5.8572,4.2789,6.0939
4.7096,4.4133,3.5189,5.8471,8.7487,5.0911,2.8233,7.482,4.9431,5.8716
7.7633,3.6939,6.9056,2.3605,5.0466,2.08,6.2682,6.7996,2.8281,4.7776
5.6119,7.6648,5.2372,6.3328,4.2602,5.094,7.8365,5.3675,3.7898,5.4607
4.136,6.7117,4.6427,2.2983,7.6886,5.6182,4.0722,5.5635,5.6428,6.4806
6.447,9.0007,4.6186,4.0626,6.1623,5.9505,5.3291,6.7798,5.4995,4.2143
3.6883,4.5774,5.2964,4.8181,3.5583,5.8446,4.0083,6.0109,4.5288,6.7502
4.0673,5.6565,8.745,5.5534,5.8515,5.0575,4.9836,3.6506,5.1267,4.7742
4.0828,3.4678,6.5239,1.4459,6.6447,5.2659,5.3166,5.8914,4.6432,4.2142
6.8782,6.9668,3.4208,6.8565,5.6133,5.8839,4.507,7.4923,5.2576,5.177
3.2604,4.8092,5.4874,4.5523,4.5323,4.6917,4.3929,2.9404,4.684,5.4496
6.9645,7.2949,4.9698,8.5249,4.4741,6.2049,0.63762,4.6831,5.3255,3.3836
3.5756,5.6336,2.7495,3.3296,3.8432,4.9946,3.7943,6.3537,7.1079,5.6423
6.6451,4.2519,7.5326,3.2691,6.051,7.2709,6.4061,7.8143,3.4756,6.0817
5.6636,7.7638,5.1604,7.4296,6.2345,5.6671,3.2419,5.2397,5.3395,4.9082
7.2863,5.8172,1.7409,6.4436,5.2219,8.3789,7.6797,5.9783,5.0077,3.9547
3.9469,6.8446,4.9572,3.9745,4.4324,0.39879,7.92,7.0873,3.4041,3.9702
7.3776,4.9826,2.0983,3.0932,4.6454,3.3994,9.1405,4.1349,3.162,5.3607
3.6232,4.5822,4.8654,4.2784,4.7445,3.1357,5.5205,6.3734,5.5205,5.3228
2.4116,7.5432,3.2704,5.7872,4.5338,5.9582,5.0466,5.0051,7.1414,6.2012
5.1315,4.7512,3.9291,6.34,6.73,8.0771,6.7448,5.1185,7.76,6.7562
6.2396,7.5678,5.3211,7.7379,5.7715,4.9463,3.137,1.931,3.927,4.7804
2.8824,5.7327,5.5857,3.1973,4.1939,5.6314,5.7683,6.3087,3.8544,4.5649
5.0596,5.1913,4.2577,5.6633,2.7743,8.107,5.3069,4.3598,4.2051,6.3994
2.3694,2.7338,6.8971,4.7196,2.7864,5.3385,3.253,2.8196,3.678,5.3539
4.6592,5.9396,6.1075,3.9969,3.0307,4.9822,2.922,3.5111,3.9977,4.9882
3.4783,5.0699,2.2268,5.921,5.336,3.3592,6.0899,7.2381,6.5831,6.2031
4.4439,5.1802,5.303,5.954,3.8969,5.6194,5.2358,4.85,4.3383,3.6405
5.612,5.2327,6.5693,5.0498,6.6554,2.5025,7.3767,4.3174,4.6386,6.9775
6.5996,4.6192,5.4118,2.7735,5.6163,5.3851,4.4533,6.3781,3.6382,4.7612
5.4412,4.737,3.1562,3.8483,5.5828,5.0289,3.9759,5.6768,5.4814,4.9804
6.8017,6.6918,5.8629,5.2681,6.0229,4.3135,5.1368,4.5556,5.058,6.9656
4.69,5.6296,6.5969,7.085,5.0077,4.2452,3.6039,5.6042,4.5576,5.8681
7.0896,6.1587,4.0174,5.3743,3.9096,2.6,5.37,8.3671,6.7012,4.8325
6.8394,5.4197,5.5508,6.3691,8.2132,3.7801,5.4093,5.5353,6.9558,5.9934
2.2826,4.473,3.9318,5.5267,3.5197,4.0034,7.464,5.4386,4.7046,1.9019
5.9366,4.5558,5.4625,3.5555,8.3591,6.9269,2.0239,6.1962,6.0388,3.8153
7.1626,5.7917,3.3513,5.3064,5.3768,5.0349,3.0873,3.7827,5.8545,4.3143
7.2277,4.3899,5.8775,7.0646,7.4789,4.8303,4.4208,6.3414,3.7721,3.7411
6.1941,4.0623,6.2529,6.4995,2.6533,3.6084,7.6721,7.0415,6.0408,9.854
5.9568,4.832,6.1698,6.9265,7.1519,6.4147,4.2025,3.9628,4.9554,3.0753
4.2348,7.5282,5.7484,5.501,4.8362,3.6894,1.7989,6.9958,2.9196,3.0393
2.8283,5.0383,5.3678,4.1888,3.2162,4.497,2.8428,4.5057,5.8582,3.9996
7.35,6.7569,6.685,7.7841,2.665,6.3358,4.1288,4.3599,7.6263,3.6387
5.5788,4.9677,4.4825,5.764,3.2843,5.2141,7.9485,6.6841,5.0447,7.1527
4.6812,5.2931,5.612,4.2809,4.5957,3.7924,5.1785,8.4104,5.7651,6.8454
7.6923,5.247,5.9377,2.9177,6.4516,6.1044,1.8805,2.339,3.792,3.3492
4.8298,3.595,5.1359,2.4825,4.3144,6.926,2.1744,3.9726,5.7491,6.0344
4.3367,2.0916,6.0974,3.4919,4.5726,5.2565,5.3731,6.0317,5.3307,5.6168
3.2869,5.4502,4.4225,3.098,5.6948,4.1808,3.0985,5.4688,6.4855,5.4552
7.616,6.8626,4.0836,4.6813,3.0742,2.9087,4.2549,4.7815,5.5826,4.915
5.0524,7.7158,4.6907,4.7971,3.6866,8.0699,7.082,4.9269,6.1233,4.0886
5.9854,4.7907,5.5947,3.7637,3.7086,5.8379,6.3198,7.7882,5.0192,6.2885
1.1632,3.6257,5.3583,7.1358,2.6624,3.5041,4.3381,3.835,5.4149,6.0266
5.4065,5.2173,4.3524,3.4969,5.3206,4.8722,4.385,4.6386,6.9023,5.9413
7.5029,5.6149,5.5876,6.5772,7.2101,6.9054,7.1856,6.0338,4.4008,5.8161
5.2905,5.5162,7.492,2.5527,7.8136,3.9391,4.3989,5.5191,6.729,4.2639
5.9174,7.2058,4.8956,7.7109,3.9309,3.1123,5.6274,5.5437,3.5226,4.5485
7.6116,4.9551,5.6152,5.5215,6.5781,3.9506,4.8432,5.497,6.1255,6.1128
5.3475,5.5973,4.6296,6.5383,4.2678,4.916,2.579,3.6667,3.946,5.1699
6.9533,3.9787,2.8944,6.6365,6.7219,5.7925,3.6755,7.9232,5.3048,3.9924
6.1359,5.9015,5.6052,4.7595,3.8006,6.3491,4.7334,6.0255,4.9145,4.7895
4.7827,4.5901,4.3048,3.9748,3.6048,3.3003,5.7984,4.1877,3.5996,5.026
6.1156,6.3331,4.4832,5.8669,5.3574,4.7701,7.2722,5.1907,3.5695,6.7788
6.6378,6.0122,1.9977,3.8213,8.0715,5.0208,6.6522,3.5234,6.4904,4.325
6.0568,6.5377,6.5145,4.1869,5.871,6.0387,5.6321,2.9395,5.1141,5.2165
5.563,4.5742,6.0211,7.13,5.7337,6.132,7.9272,5.6036,6.3926,5.9471
2.9275,5.1644,5.5106,4.4544,3.8904,6.9966,9.176,6.6535,9.381,3.982
2.0884,7.3799,6.3154,5.1256,4.3334,6.8492,3.5548,6.2476,4.7495,4.4101
7.8117,5.455,7.1582,3.9782,6.4553,4.395,4.9429,6.3802,5.3895,7.7836
7.0785,5.8652,5.4305,5.2988,6.5644,7.3119,4.0102,5.0293,5.4122,4.8074
5.8199,4.8822,7.0092,5.5784,3.3843,5.7368,2.7487,6.6587,5.4079,4.5459
4.7165,5.2185,4.5245,5.2172,5.3985,7.9798,5.2864,7.2927,6.9692,3.0404
5.1224,4.4626,6.139,5.1184,4.4566,3.2287,6.7191,5.7525,4.4527,5.8912
6.324,4.3744,2.8478,7.2908,4.3389,8.1186,2.3063,5.7767,3.3846,6.0132
3.673,3.5215,4.9932,4.6749,5.666,3.2723,6.5779,3.3727,5.4703,3.3805
7.4146,7.5703,5.4684,4.8986,6.0488,7.1609,2.3644,6.9781,4.8834,6.1422
7.2398,7.5325,3.1113,7.2147,6.0523,10.162,4.8491,7.3759,5.5096,5.7723
3.7176,5.5966,5.3349,4.6809,5.4313,3.1471,3.1454,4.4422,6.1748,6.5436
8.3646,4.5208,5.0314,7.0588,2.7808,5.4861,4.3181,4.6767,6.4761,4.5544
6.0171,4.9997,6.9436,2.0654,3.4319,5.5473,4.5653,7.0352,5.884,6.4379
7.3367,4.4894,5.1077,4.5209,4.9311,6.058,4.4028,3.5582,3.6178,5.7187
4.9551,3.4839,5.6396,3.5072,2.2505,5.0049,4.9095,2.277,7.9972,2.3328
4.3131,5.8955,3.0313,4.3328,4.3018,6.4656,6.2304,3.8064,4.0713,5.7187
5.6976,8.1677,5.7478,6.2337,7.1168,6.9445,5.8541,5.2068,7.5879,1.9655
5.918,5.103,5.9178,5.9038,3.7446,5.634,3.8071,6.472,5.5422,9.273
4.7637,6.093,5.2363,5.5813,5.9929,4.9776,3.703,3.2514,7.836,5.6606
5.4532,5.0432,6.4458,6.3582,3.0915,4.1736,5.7675,5.7312,5.2163,7.3757
5.8496,6.9565,4.0608,6.9959,4.9031,4.7345,2.7781,6.1614,3.7114,8.5775
4.6976,4.1251,6.8998,3.6351,5.3517,4.0288,6.4833,6.9444,3.4519,4.9728
4.2209,6.1169,5.6139,5.2853,4.9153,6.7918,2.7746,3.0402,5.8749,5.0475
1.1397,6.5505,3.6715,6.3079,4.7055,6.347,5.5152,5.651,4.6051,4.8374
4.0958,4.3274,6.3741,5.6166,7.7287,4.6568,5.8392,5.2024,4.8101,7.0983
5.2859,3.9717,7.9124,9.4148,5.4808,4.2165,4.4735,5.84,7.9375,3.986
2.2515,3.8364,7.5485,6.6949,5.7515,6.7027,5.9629,2.677,5.8063,4.3523
6.2335,3.4718,6.7575,7.449,6.8343,7.1267,4.5837,5.2594,4.6447,3.7563
6.2461,3.6413,8.2808,4.0817,4.1594,5.6838,5.687,3.27,4.4297,5.962
6.162,6.4187,7.3349,4.9784,4.7415,10.16,3.1354,5.1524,4.609,4.9793
7.4594,4.0294,4.9741,5.2991,3.5063,8.2434,3.594,6.427,5.959,6.3959
6.629,7.075,4.4228,5.2453,4.1048,4.6589,3.8272,6.6469,3.4027,4.8955
5.2147,4.2189,5.6234,6.403,5.1791,5.5984,6.2439,6.7369,4.9278,4.6704
5.4101,3.8447,6.3304,7.1828,6.301,5.8274,2.9789,5.2555,5.1067,5.2028
